"","id","abortion","pid","linc","female","college","mar","trump"
"496",496,0,0,9.69581741805373,1,0,0,NA
"497",497,0,4,10.7144066575796,1,0,0,NA
"498",498,0,3,8.16037538012959,1,0,0,NA
"499",499,-1,3,10.3889799835841,0,0,1,NA
"500",500,0,NA,11.3205475116983,1,1,1,NA
"501",501,1,2,11.3205475116983,0,0,1,NA
"502",502,1,2,11.5129204649577,0,1,1,NA
"503",503,0,5,11.5129204649577,1,1,1,1
"504",504,0,4,11.5129204649577,0,0,1,1
"505",505,1,1,11.982929094216,0,0,1,0
"506",506,1,6,10.7144066575796,0,0,1,1
"507",507,0,3,11.8493941301565,0,1,1,NA
"508",508,0,1,11.5129204649577,1,1,1,0
"509",509,1,2,12.2060726455302,0,1,1,NA
"510",510,1,2,11.982929094216,1,1,1,0
"511",511,0,2,11.1198754694258,1,1,0,0
"512",512,1,3,NA,1,1,1,1
"513",513,1,3,10.2219231016712,0,1,1,NA
"514",514,0,3,11.982929094216,0,1,1,0
"515",515,1,5,12.2060726455302,0,1,1,1
"516",516,0,5,12.2060726455302,1,0,1,NA
"517",517,1,5,11.6952428550888,0,1,1,1
"518",518,1,1,10.3889799835841,1,1,1,0
"519",519,1,1,11.6952428550888,1,1,0,0
"520",520,0,6,10.9150793732642,0,0,1,1
"521",521,-1,5,11.3205475116983,0,1,1,1
"522",522,-1,6,11.1198754694258,1,0,1,1
"523",523,0,NA,11.6952428550888,0,0,1,1
"524",524,0,NA,9.69581741805373,0,0,0,NA
"525",525,-1,5,12.2060726455302,1,0,1,NA
"526",526,0,3,9.96408864466398,1,0,0,NA
"527",527,NA,3,NA,1,0,1,NA
"528",528,0,5,9.10492429921953,1,0,0,1
"529",529,-1,5,11.1198754694258,1,0,1,NA
"530",530,1,2,10.9150793732642,1,0,0,NA
"531",531,0,0,8.16037538012959,1,0,0,0
"532",532,1,0,9.52875773879718,0,0,0,0
"533",533,0,2,10.7144066575796,0,0,0,NA
"534",534,1,6,11.6952428550888,0,1,1,1
"535",535,1,6,12.2060726455302,1,0,1,1
"536",536,-1,NA,10.0753167566096,1,0,1,NA
"537",537,-1,3,6.21460809842219,1,0,0,0
"538",538,1,5,12.2060726455302,0,1,1,1
"539",539,0,4,10.9150793732642,1,0,1,1
"540",540,-1,4,11.1198754694258,1,0,1,NA
"541",541,1,2,11.5129204649577,1,1,0,0
"542",542,0,4,12.2060726455302,0,1,1,1
"543",543,1,0,11.5129204649577,0,1,0,0
"544",544,0,2,12.2060726455302,0,0,1,NA
"545",545,0,3,11.6952428550888,1,0,0,NA
"546",546,0,6,10.7144066575796,1,0,1,NA
"547",547,0,5,9.96408864466398,1,0,1,1
"548",548,0,1,9.69581741805373,0,0,0,NA
"549",549,0,0,6.21460809842219,1,0,0,0
"550",550,0,2,11.5129204649577,1,1,0,NA
"551",551,0,3,11.1198754694258,0,1,1,NA
"552",552,1,1,12.2060726455302,0,0,0,0
"553",553,1,5,11.982929094216,1,1,1,1
"554",554,0,1,11.3205475116983,1,0,0,0
"555",555,0,NA,11.1198754694258,1,1,1,NA
"556",556,0,6,11.1198754694258,1,0,1,1
"557",557,-1,5,12.2060726455302,0,1,1,1
"558",558,1,1,10.0753167566096,0,1,0,0
"559",559,0,1,11.8493941301565,0,1,1,0
"560",560,1,0,11.982929094216,0,1,0,0
"561",561,1,0,11.1198754694258,1,1,0,0
"562",562,0,0,11.6952428550888,0,0,1,0
"563",563,0,NA,11.1198754694258,1,1,0,NA
"564",564,1,NA,11.3205475116983,0,1,1,NA
"565",565,1,1,11.1198754694258,0,0,0,0
"566",566,1,0,10.9150793732642,1,1,0,0
"567",567,0,1,11.982929094216,1,1,1,NA
"568",568,1,0,11.1198754694258,0,1,0,0
"569",569,0,2,12.2060726455302,0,1,1,1
"570",570,NA,3,NA,1,1,1,NA
"571",571,1,0,10.3889799835841,1,1,0,0
"572",572,1,5,10.3889799835841,1,1,0,NA
"573",573,1,0,11.6952428550888,0,1,1,0
"574",574,0,1,11.1198754694258,0,0,0,0
"575",575,1,1,9.32807896220044,1,0,0,0
"576",576,0,1,9.69581741805373,1,0,0,0
"577",577,0,1,11.1198754694258,1,1,0,NA
"578",578,0,0,9.83892236437633,0,0,0,0
"579",579,0,0,10.3889799835841,1,0,0,0
"580",580,1,4,9.69581741805373,0,0,0,1
"581",581,1,1,10.9150793732642,1,1,0,0
"582",582,1,3,9.32807896220044,0,0,0,NA
"583",583,-1,2,10.7144066575796,1,0,0,NA
"584",584,1,4,10.0753167566096,0,0,0,NA
"585",585,1,3,11.3205475116983,1,0,1,0
"586",586,0,3,9.32807896220044,1,0,0,NA
"587",587,0,1,10.7144066575796,0,1,1,NA
"588",588,1,0,10.2219231016712,1,0,0,0
"589",589,1,1,11.5129204649577,1,1,0,0
"590",590,0,0,11.5129204649577,1,0,1,0
"591",591,0,3,NA,1,0,0,NA
"592",592,0,2,10.0753167566096,0,1,0,0
"593",593,0,0,11.1198754694258,1,0,0,NA
"594",594,0,1,11.1198754694258,1,0,1,0
"595",595,1,0,10.0753167566096,0,1,0,0
"596",596,0,6,11.5129204649577,0,0,1,1
"597",597,-1,4,10.7144066575796,0,0,0,NA
"598",598,-1,3,12.2060726455302,1,0,1,1
"599",599,1,0,12.2060726455302,1,1,1,0
"600",600,0,3,9.69581741805373,0,0,0,NA
"601",601,0,1,10.2219231016712,1,0,1,NA
"602",602,1,6,11.5129204649577,0,0,1,1
"603",603,-1,6,11.1198754694258,0,0,1,1
"604",604,0,3,9.10492429921953,0,0,0,NA
"605",605,1,1,12.2060726455302,1,1,0,0
"606",606,1,3,10.5320828785363,0,0,0,NA
"607",607,-1,3,10.2219231016712,1,0,1,0
"608",608,0,1,11.1198754694258,1,0,1,NA
"609",609,-1,6,8.77948052984807,1,0,1,NA
"610",610,0,4,NA,0,0,0,NA
"611",611,-1,6,9.69581741805373,0,0,1,NA
"612",612,0,3,10.3889799835841,1,0,0,NA
"613",613,0,3,11.6952428550888,0,0,0,NA
"614",614,0,3,11.1198754694258,1,0,1,NA
"615",615,0,3,8.61241245799717,1,0,0,NA
"616",616,-1,1,9.96408864466398,1,0,1,NA
"617",617,0,3,9.10492429921953,1,0,0,NA
"618",618,0,4,8.411721558474,1,0,1,NA
"619",619,0,2,9.83892236437633,1,1,1,NA
"620",620,0,6,10.3889799835841,1,0,0,1
"621",621,0,5,12.2060726455302,1,1,1,1
"622",622,0,2,11.6952428550888,1,0,0,0
"623",623,0,2,11.5129204649577,1,1,0,NA
"624",624,0,2,11.3205475116983,0,0,1,NA
"625",625,-1,4,NA,1,1,1,1
"626",626,1,2,11.6952428550888,1,0,0,0
"627",627,-1,5,NA,1,1,1,NA
"628",628,1,2,10.5320828785363,1,1,0,NA
"629",629,0,6,10.9150793732642,0,1,0,1
"630",630,NA,3,NA,1,1,0,NA
"631",631,NA,NA,NA,1,1,1,NA
"632",632,-1,1,9.83892236437633,1,0,0,NA
"633",633,0,0,10.5320828785363,1,0,0,0
"634",634,1,1,10.5320828785363,1,0,0,0
"635",635,NA,0,11.3205475116983,0,1,0,0
"636",636,0,2,9.32807896220044,1,0,0,NA
"637",637,0,2,11.1198754694258,1,0,1,NA
"638",638,1,2,9.52875773879718,0,0,1,0
"639",639,1,0,10.5320828785363,1,0,0,0
"640",640,1,5,11.6952428550888,1,0,1,NA
"641",641,1,NA,11.5129204649577,0,1,1,NA
"642",642,0,2,11.1198754694258,0,0,0,0
"643",643,0,6,12.2060726455302,0,0,1,1
"644",644,1,3,10.9150793732642,0,0,1,NA
"645",645,0,3,9.52875773879718,1,0,0,0
"646",646,0,5,11.6952428550888,1,1,0,1
"647",647,0,6,12.2060726455302,1,0,1,1
"648",648,-1,3,NA,0,0,1,NA
"649",649,-1,2,9.83892236437633,1,0,0,NA
"650",650,0,2,9.96408864466398,0,0,0,NA
"651",651,1,5,9.32807896220044,1,0,0,0
"652",652,0,3,8.411721558474,1,0,0,NA
"653",653,1,1,10.9150793732642,1,1,0,0
"654",654,1,2,10.3889799835841,0,1,0,NA
"655",655,0,0,9.52875773879718,1,0,0,NA
"656",656,0,3,10.3889799835841,1,1,1,NA
"657",657,-1,1,10.7144066575796,0,0,1,0
"658",658,1,3,11.3205475116983,0,0,1,1
"659",659,1,3,11.3205475116983,1,0,0,NA
"660",660,1,0,10.3889799835841,0,0,0,0
"661",661,1,2,9.69581741805373,0,0,0,NA
"662",662,0,2,10.9150793732642,0,0,0,0
"663",663,NA,3,10.9150793732642,1,0,1,0
"664",664,0,4,11.5129204649577,1,0,1,1
"665",665,1,0,11.1198754694258,0,1,1,0
"666",666,0,5,11.5129204649577,1,1,1,0
"667",667,0,4,11.5129204649577,0,0,0,1
"668",668,0,1,12.2060726455302,1,1,0,0
"669",669,0,0,11.982929094216,1,0,1,0
"670",670,0,6,11.5129204649577,1,0,0,0
"671",671,1,0,11.1198754694258,0,1,1,0
"672",672,0,NA,12.2060726455302,0,0,1,1
"673",673,0,3,10.0753167566096,0,0,0,NA
"674",674,1,1,8.411721558474,1,0,0,NA
"675",675,0,6,10.9150793732642,1,0,1,1
"676",676,0,NA,11.1198754694258,0,0,0,NA
"677",677,0,1,10.9150793732642,0,0,0,0
"678",678,1,0,9.32807896220044,0,0,1,0
"679",679,-1,NA,10.5320828785363,1,0,1,NA
"680",680,-1,3,10.5320828785363,1,0,0,NA
"681",681,-1,0,11.3205475116983,0,0,1,0
"682",682,0,0,11.1198754694258,1,1,1,0
"683",683,NA,4,11.982929094216,1,0,1,0
"684",684,-1,3,NA,1,0,0,NA
"685",685,1,4,11.8493941301565,0,0,1,NA
"686",686,0,3,9.69581741805373,1,0,0,0
"687",687,0,3,NA,1,0,1,NA
"688",688,0,2,NA,1,0,1,NA
"689",689,1,3,9.10492429921953,0,0,0,NA
"690",690,0,0,7.60065242828687,0,0,0,0
"691",691,0,1,10.7144066575796,0,0,1,NA
"692",692,1,1,10.0753167566096,1,0,0,0
"693",693,-1,1,10.7144066575796,1,1,0,NA
"694",694,0,0,10.3889799835841,1,0,0,NA
"695",695,0,4,10.7144066575796,0,0,1,NA
"696",696,1,3,10.3889799835841,0,0,0,NA
"697",697,0,4,9.32807896220044,1,0,0,1
"698",698,-1,3,NA,1,0,0,NA
"699",699,-1,3,11.5129204649577,1,1,0,NA
"700",700,0,0,8.16037538012959,1,0,0,0
"701",701,1,3,10.9150793732642,0,0,1,NA
"702",702,0,0,10.3889799835841,1,0,0,0
"703",703,1,0,10.2219231016712,0,0,0,0
"704",704,1,1,NA,1,0,0,NA
"705",705,0,5,11.5129204649577,1,0,1,1
"706",706,0,2,11.3205475116983,1,0,0,NA
"707",707,0,6,11.982929094216,0,0,1,1
"708",708,0,3,11.3205475116983,0,0,0,NA
"709",709,1,0,NA,1,0,0,0
"710",710,0,NA,10.3889799835841,1,0,0,0
"711",711,0,3,9.32807896220044,0,0,0,NA
"712",712,0,2,NA,0,1,0,NA
"713",713,1,5,10.5320828785363,1,1,0,NA
"714",714,0,0,8.92259163063542,0,0,0,0
"715",715,-1,0,10.7144066575796,1,0,1,0
"716",716,0,5,12.2060726455302,0,1,1,1
"717",717,0,1,11.982929094216,0,0,0,NA
"718",718,0,3,12.2060726455302,0,1,1,NA
"719",719,1,0,12.2060726455302,1,1,1,0
"720",720,1,1,11.982929094216,0,1,1,0
"721",721,0,5,11.3205475116983,1,0,0,NA
"722",722,0,1,11.982929094216,1,1,0,0
"723",723,-1,2,12.2060726455302,1,0,1,0
"724",724,1,NA,11.8493941301565,0,1,0,NA
"725",725,1,0,8.92259163063542,1,0,0,0
"726",726,-1,0,9.96408864466398,0,0,0,0
"727",727,0,1,11.982929094216,0,0,0,NA
"728",728,0,1,9.96408864466398,0,0,0,0
"729",729,0,2,10.9150793732642,0,0,0,0
"730",730,0,3,10.3889799835841,0,0,0,NA
"731",731,0,1,10.9150793732642,1,0,1,NA
"732",732,0,0,9.69581741805373,1,0,0,NA
"733",733,1,0,11.1198754694258,1,1,1,0
"734",734,0,4,11.6952428550888,0,0,1,NA
"735",735,1,1,11.5129204649577,1,0,0,0
"736",736,1,2,11.3205475116983,0,0,1,0
"737",737,1,6,11.8493941301565,1,1,1,1
"738",738,0,5,11.8493941301565,0,0,0,NA
"739",739,1,0,12.2060726455302,1,0,1,0
"740",740,NA,3,10.0753167566096,1,1,0,NA
"741",741,0,2,10.7144066575796,1,0,1,NA
"742",742,0,0,10.9150793732642,0,1,0,0
"743",743,1,3,10.3889799835841,0,0,1,0
"744",744,1,4,10.9150793732642,1,0,0,1
"745",745,0,5,11.1198754694258,0,0,0,NA
"746",746,1,0,10.7144066575796,1,0,1,0
"747",747,1,0,9.69581741805373,1,1,0,0
"748",748,0,1,9.69581741805373,1,0,0,0
"749",749,0,0,11.1198754694258,0,0,0,NA
"750",750,1,0,11.1198754694258,1,0,0,0
"751",751,0,2,11.5129204649577,1,0,1,0
"752",752,1,0,11.6952428550888,0,0,0,0
"753",753,-1,2,9.52875773879718,0,0,0,0
"754",754,1,1,11.1198754694258,0,0,0,NA
"755",755,1,NA,10.3889799835841,0,0,0,NA
"756",756,1,3,11.5129204649577,0,0,0,NA
"757",757,1,0,11.6952428550888,0,1,1,0
"758",758,1,0,11.1198754694258,1,0,1,0
"759",759,1,0,10.9150793732642,1,1,0,0
"760",760,0,1,11.3205475116983,0,0,1,NA
"761",761,0,6,12.2060726455302,0,1,1,1
"762",762,1,2,11.8493941301565,1,1,1,0
"763",763,1,3,11.3205475116983,1,1,0,0
"764",764,0,3,12.2060726455302,1,0,1,NA
"765",765,0,6,12.2060726455302,0,0,0,NA
"766",766,1,2,12.2060726455302,0,1,0,0
"767",767,0,2,11.1198754694258,1,1,0,NA
"768",768,1,NA,NA,0,0,0,0
"769",769,0,4,10.9150793732642,0,0,0,NA
"770",770,1,0,10.3889799835841,0,1,0,NA
"771",771,0,2,11.6952428550888,0,1,0,NA
"772",772,0,5,11.8493941301565,1,1,0,NA
"773",773,0,3,9.52875773879718,0,0,0,NA
"774",774,-1,3,9.52875773879718,1,0,0,NA
"775",775,1,0,11.5129204649577,1,0,1,0
"776",776,1,1,10.5320828785363,1,0,0,NA
"777",777,1,3,10.5320828785363,0,0,1,0
"778",778,1,4,11.982929094216,0,0,0,1
"779",779,1,1,11.3205475116983,0,1,1,0
"780",780,-1,5,9.69581741805373,1,0,0,NA
"781",781,1,1,11.5129204649577,1,1,1,NA
"782",782,-1,5,10.3889799835841,0,0,0,NA
"783",783,0,5,10.3889799835841,1,0,0,1
"784",784,1,0,9.83892236437633,1,0,0,0
"785",785,0,2,11.3205475116983,0,0,0,NA
"786",786,-1,6,11.1198754694258,1,0,1,1
"787",787,0,6,11.3205475116983,1,0,1,1
"788",788,0,5,10.9150793732642,1,0,0,NA
"789",789,1,3,11.8493941301565,0,0,1,NA
"790",790,1,2,11.1198754694258,0,0,0,0
"791",791,0,1,9.32807896220044,1,0,0,0
"792",792,1,5,12.2060726455302,1,1,1,0
"793",793,1,5,10.5320828785363,1,0,0,NA
"794",794,0,3,10.9150793732642,1,0,1,NA
"795",795,1,2,10.9150793732642,0,1,1,0
"796",796,0,0,10.0753167566096,1,0,0,0
"797",797,0,5,10.2219231016712,1,0,0,NA
"798",798,1,0,10.5320828785363,1,0,1,NA
"799",799,0,1,10.7144066575796,1,0,0,NA
"800",800,-1,0,10.5320828785363,0,0,0,0
"801",801,-1,1,10.0753167566096,0,0,1,NA
"802",802,0,4,NA,1,0,1,NA
"803",803,0,3,9.96408864466398,1,0,0,NA
"804",804,0,4,11.1198754694258,0,1,1,NA
"805",805,1,1,11.3205475116983,0,0,1,NA
"806",806,0,1,7.60065242828687,0,0,1,0
"807",807,1,2,12.2060726455302,1,1,1,0
"808",808,1,2,11.3205475116983,0,0,1,0
"809",809,1,2,10.2219231016712,1,0,0,NA
"810",810,1,NA,9.52875773879718,0,0,0,0
"811",811,1,2,10.7144066575796,0,1,0,0
"812",812,1,2,10.5320828785363,0,1,0,NA
"813",813,1,2,11.1198754694258,1,1,1,0
"814",814,1,2,10.9150793732642,1,0,1,NA
"815",815,0,0,8.92259163063542,1,0,0,0
"816",816,NA,0,9.96408864466398,1,0,0,NA
"817",817,-1,6,9.32807896220044,0,0,0,1
"818",818,1,3,NA,0,0,0,0
"819",819,0,3,8.92259163063542,0,0,0,NA
"820",820,0,2,10.7144066575796,0,0,0,NA
"821",821,1,3,11.5129204649577,1,1,0,NA
"822",822,NA,0,10.9150793732642,0,0,1,0
"823",823,1,4,11.5129204649577,0,0,0,NA
"824",824,0,3,8.77948052984807,0,0,1,NA
"825",825,1,3,11.1198754694258,1,0,1,NA
"826",826,NA,4,11.1198754694258,1,1,0,NA
"827",827,0,5,NA,0,0,0,1
"828",828,1,5,12.2060726455302,0,1,1,NA
"829",829,-1,4,11.3205475116983,1,1,0,1
"830",830,0,NA,11.3205475116983,1,0,0,NA
"831",831,1,1,12.2060726455302,0,1,1,NA
"832",832,0,NA,10.7144066575796,0,0,0,0
"833",833,1,4,10.2219231016712,0,0,0,1
"834",834,0,6,12.2060726455302,0,0,1,1
"835",835,0,4,11.982929094216,1,0,0,NA
"836",836,1,1,12.2060726455302,0,1,1,0
"837",837,-1,NA,12.2060726455302,1,0,1,NA
"838",838,0,3,NA,0,0,1,NA
"839",839,0,3,10.9150793732642,0,0,0,NA
"840",840,1,6,11.1198754694258,0,0,1,1
"841",841,-1,3,10.3889799835841,1,0,1,NA
"842",842,1,0,11.1198754694258,1,0,0,0
"843",843,1,2,9.96408864466398,1,0,0,NA
"844",844,0,0,NA,1,0,0,0
"845",845,0,6,11.3205475116983,0,0,1,1
"846",846,0,5,11.1198754694258,1,0,0,NA
"847",847,1,3,10.3889799835841,0,0,1,NA
"848",848,0,1,11.3205475116983,1,0,1,0
"849",849,1,1,NA,0,0,0,0
"850",850,1,1,11.1198754694258,1,0,1,0
"851",851,0,4,11.6952428550888,1,1,1,NA
"852",852,0,3,10.9150793732642,0,0,0,NA
"853",853,NA,2,9.52875773879718,1,0,1,NA
"854",854,1,3,11.3205475116983,1,1,0,NA
"855",855,0,0,11.1198754694258,0,0,0,0
"856",856,0,5,11.6952428550888,1,0,1,1
"857",857,-1,4,10.9150793732642,0,0,1,1
"858",858,0,4,NA,1,1,1,1
"859",859,0,0,NA,1,1,1,0
"860",860,0,1,11.3205475116983,0,0,0,0
"861",861,1,3,12.2060726455302,0,1,0,NA
"862",862,0,3,6.21460809842219,1,1,1,0
"863",863,1,NA,10.7144066575796,0,0,1,0
"864",864,-1,6,11.5129204649577,1,1,0,NA
"865",865,0,6,10.7144066575796,0,0,1,1
"866",866,0,4,11.982929094216,1,0,1,1
"867",867,0,NA,7.60065242828687,0,0,0,1
"868",868,-1,6,10.7144066575796,1,0,1,NA
"869",869,0,NA,11.1198754694258,1,0,0,1
"870",870,1,1,10.7144066575796,1,0,1,0
"871",871,0,3,6.21460809842219,1,0,0,NA
"872",872,1,2,9.32807896220044,1,0,0,0
"873",873,1,6,12.2060726455302,1,1,1,1
"874",874,1,2,10.9150793732642,0,1,1,0
"875",875,-1,6,12.2060726455302,0,0,1,1
"876",876,1,0,12.2060726455302,1,1,0,0
"877",877,0,6,11.6952428550888,0,1,1,1
"878",878,1,3,11.3205475116983,1,1,1,0
"879",879,0,NA,9.32807896220044,1,0,0,NA
"880",880,1,0,11.5129204649577,1,1,1,0
"881",881,0,5,11.3205475116983,1,1,1,1
"882",882,-1,5,11.1198754694258,1,1,1,0
"883",883,1,3,10.0753167566096,1,0,0,NA
"884",884,-1,5,10.9150793732642,0,1,1,1
"885",885,1,4,11.8493941301565,1,0,1,1
"886",886,1,5,9.96408864466398,1,0,0,NA
"887",887,1,1,11.6952428550888,0,1,0,1
"888",888,0,3,9.96408864466398,1,0,0,NA
"889",889,1,1,9.32807896220044,1,0,0,0
"890",890,1,2,10.3889799835841,1,1,0,0
"891",891,1,5,9.69581741805373,0,0,0,1
"892",892,1,0,10.3889799835841,1,1,0,0
"893",893,1,1,9.32807896220044,1,0,0,0
"894",894,1,2,10.5320828785363,0,0,0,0
"895",895,1,3,10.2219231016712,0,0,0,0
"896",896,1,2,11.1198754694258,0,0,0,NA
"897",897,1,1,10.3889799835841,0,0,0,0
"898",898,1,2,NA,1,0,1,1
"899",899,1,3,NA,0,0,1,NA
"900",900,1,2,11.5129204649577,0,0,0,0
"901",901,0,0,10.5320828785363,1,0,1,NA
"902",902,1,1,10.9150793732642,0,0,0,NA
"903",903,0,5,10.3889799835841,0,0,0,NA
"904",904,-1,3,10.3889799835841,0,0,0,NA
"905",905,0,3,9.52875773879718,1,0,0,0
"906",906,0,3,6.21460809842219,0,0,0,0
"907",907,0,3,8.61241245799717,1,0,0,NA
"908",908,NA,NA,NA,1,0,0,NA
"909",909,1,3,10.3889799835841,0,0,0,0
"910",910,1,NA,10.5320828785363,1,1,0,NA
"911",911,-1,2,10.2219231016712,1,0,0,NA
"912",912,0,1,10.0753167566096,0,0,0,NA
"913",913,1,1,10.9150793732642,1,0,1,NA
"914",914,0,3,10.9150793732642,0,0,0,NA
"915",915,0,3,10.9150793732642,0,0,0,NA
"916",916,0,1,11.1198754694258,1,0,1,0
"917",917,1,NA,11.8493941301565,1,0,0,NA
"918",918,0,5,11.5129204649577,0,0,1,1
"919",919,0,3,11.1198754694258,0,0,0,1
"920",920,1,2,10.5320828785363,1,0,1,0
"921",921,-1,NA,NA,1,1,0,NA
"922",922,NA,3,10.5320828785363,0,0,0,NA
"923",923,-1,6,10.2219231016712,1,0,0,1
"924",924,1,5,NA,1,1,1,NA
"925",925,1,0,11.8493941301565,0,1,0,0
"926",926,0,NA,NA,0,0,1,1
"927",927,1,4,11.6952428550888,1,1,1,1
"928",928,0,5,11.5129204649577,0,0,1,1
"929",929,-1,6,10.3889799835841,1,1,1,1
"930",930,1,1,9.10492429921953,0,0,0,0
"931",931,-1,5,11.6952428550888,0,1,1,1
"932",932,0,5,11.5129204649577,0,1,1,1
"933",933,0,5,11.3205475116983,0,1,1,1
"934",934,-1,6,11.3205475116983,1,1,1,1
"935",935,0,4,12.2060726455302,1,0,1,1
"936",936,1,0,11.3205475116983,0,1,1,0
"937",937,1,NA,11.6952428550888,0,1,1,NA
"938",938,0,4,11.982929094216,1,1,1,1
"939",939,0,6,10.9150793732642,1,0,0,NA
"940",940,-1,2,9.52875773879718,0,0,1,0
"941",941,0,2,11.1198754694258,1,0,0,0
"942",942,0,2,6.21460809842219,0,0,0,0
"943",943,1,0,9.96408864466398,1,0,0,NA
"944",944,1,NA,NA,1,0,1,0
"945",945,1,3,11.3205475116983,0,0,1,0
"946",946,0,2,10.5320828785363,1,1,1,NA
"947",947,0,5,10.3889799835841,1,1,1,1
"948",948,0,3,10.7144066575796,0,0,1,NA
"949",949,0,6,NA,0,0,1,1
"950",950,1,3,NA,1,0,0,NA
"951",951,1,1,10.3889799835841,1,0,1,0
"952",952,0,4,NA,1,1,0,1
"953",953,1,0,10.9150793732642,0,1,0,0
"954",954,0,3,9.83892236437633,1,0,0,NA
"955",955,0,6,9.52875773879718,1,0,0,1
"956",956,1,2,11.1198754694258,0,1,0,0
"957",957,0,6,11.3205475116983,1,0,1,1
"958",958,0,1,8.16037538012959,0,0,1,1
"959",959,0,1,9.32807896220044,0,0,1,NA
"960",960,0,3,10.7144066575796,0,0,1,NA
"961",961,0,3,10.3889799835841,0,1,1,NA
"962",962,1,5,10.3889799835841,1,1,0,NA
"963",963,1,1,11.5129204649577,0,0,1,NA
"964",964,0,6,10.3889799835841,1,1,0,1
"965",965,0,4,11.3205475116983,0,0,1,1
"966",966,0,6,10.9150793732642,0,0,1,1
"967",967,0,5,9.83892236437633,1,0,0,0
"968",968,0,0,10.9150793732642,0,0,0,0
"969",969,0,3,11.5129204649577,1,0,0,0
"970",970,1,1,10.9150793732642,1,0,0,0
"971",971,1,4,11.1198754694258,0,0,1,NA
"972",972,1,1,11.3205475116983,1,0,0,0
"973",973,1,3,10.7144066575796,0,0,0,NA
"974",974,1,3,10.0753167566096,1,0,0,NA
"975",975,0,1,10.7144066575796,0,0,0,NA
"976",976,-1,4,11.6952428550888,1,1,1,1
